UDI,Timestamp,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Downtime_Minutes
2014,2024-01-15 07:30:00,L49193,298.6,308.4,1485,42.9,38,0,No Failure,0
2015,2024-01-15 07:40:00,L49194,298.6,308.4,1310,59.7,40,0,No Failure,0
2016,2024-01-15 07:50:00,L49195,298.5,308.2,1301,66.3,42,1,Power Failure,83
2017,2024-01-15 08:00:00,L49196,298.5,308.3,1458,44.0,44,0,No Failure,0
2018,2024-01-15 08:10:00,L49197,298.7,308.5,1483,42.5,46,0,No Failure,0
2019,2024-01-15 08:20:00,L49198,298.7,308.5,1375,46.4,48,0,No Failure,0
2020,2024-01-15 08:30:00,M16879,298.7,308.5,1660,27.0,50,0,No Failure,0
2021,2024-01-15 08:40:00,H31434,298.7,308.4,1560,33.3,53,0,No Failure,0
2022,2024-01-15 08:50:00,L49201,298.7,308.5,1480,42.2,58,0,No Failure,0
2023,2024-01-15 09:00:00,L49202,298.7,308.4,1373,46.9,60,0,No Failure,0
2024,2024-01-15 09:10:00,L49203,298.7,308.5,1444,54.2,62,0,No Failure,0
2025,2024-01-15 09:20:00,M16884,298.7,308.6,1722,24.7,64,0,No Failure,0
2026,2024-01-15 09:30:00,L49205,298.7,308.5,1469,39.9,67,0,No Failure,0
2027,2024-01-15 09:40:00,M16886,298.7,308.5,1360,52.9,69,0,No Failure,0
2028,2024-01-15 09:50:00,L49207,298.7,308.4,1750,25.8,72,0,No Failure,0
2029,2024-01-15 10:00:00,M16888,298.7,308.3,1349,46.6,74,0,No Failure,0
2030,2024-01-15 10:10:00,L49209,298.7,308.5,1668,35.2,77,0,No Failure,0
2031,2024-01-15 10:20:00,L49210,298.9,308.6,1400,49.5,79,0,No Failure,0
2032,2024-01-15 10:30:00,L49211,298.8,308.6,1331,62.8,81,0,No Failure,0
2033,2024-01-15 10:40:00,L49212,298.8,308.5,1444,42.2,83,0,No Failure,0
2034,2024-01-15 10:50:00,H31447,298.8,308.5,1359,47.6,85,0,No Failure,0
2035,2024-01-15 11:00:00,M16894,298.8,308.5,1425,47.4,90,0,No Failure,0
2036,2024-01-15 11:10:00,M16895,298.9,308.6,1469,34.2,93,0,No Failure,0
2037,2024-01-15 11:20:00,L49216,299.0,308.7,1892,22.8,96,0,No Failure,0
2038,2024-01-15 11:30:00,H31451,299.0,308.7,1940,19.9,98,0,No Failure,0
2039,2024-01-15 11:40:00,L49218,299.0,308.8,1405,55.2,103,0,No Failure,0
2040,2024-01-15 11:50:00,M16899,299.0,308.9,1449,39.6,105,0,No Failure,0
2041,2024-01-15 12:00:00,L49220,299.1,308.9,1686,29.6,108,0,No Failure,0
2042,2024-01-15 12:10:00,L49221,299.1,308.9,1680,27.2,110,0,No Failure,0
2043,2024-01-15 12:20:00,M16902,299.1,308.9,1397,52.4,112,0,No Failure,0
2044,2024-01-15 12:30:00,M16903,299.2,309.0,1597,30.3,115,0,No Failure,0
2045,2024-01-15 12:40:00,L49224,299.3,309.1,1470,41.1,118,0,No Failure,0
2046,2024-01-15 12:50:00,M16905,299.3,309.1,1703,31.3,120,0,No Failure,0
2047,2024-01-15 13:00:00,L49226,299.3,309.1,1388,45.5,123,0,No Failure,0
2048,2024-01-15 13:10:00,L49227,299.3,309.2,1775,24.2,125,0,No Failure,0
2049,2024-01-15 13:20:00,L49228,299.3,309.2,1465,41.5,127,0,No Failure,0
2050,2024-01-15 13:30:00,M16909,299.3,309.2,1586,37.9,129,0,No Failure,0
2051,2024-01-15 13:40:00,M16910,299.5,309.3,1675,29.2,132,0,No Failure,0
2052,2024-01-15 13:50:00,M16911,299.4,309.2,1470,44.4,135,0,No Failure,0
2053,2024-01-15 14:00:00,L49232,299.5,309.3,1477,40.4,138,0,No Failure,0
2054,2024-01-15 14:10:00,L49233,299.5,309.3,1382,61.0,140,0,No Failure,0
2055,2024-01-15 14:20:00,M16914,299.6,309.4,1605,29.8,142,0,No Failure,0
2056,2024-01-15 14:30:00,L49235,299.6,309.4,1643,32.9,145,0,No Failure,0
2057,2024-01-15 14:40:00,L49236,299.5,309.3,1333,54.1,147,0,No Failure,0
2058,2024-01-15 14:50:00,L49237,299.5,309.3,1520,42.3,149,0,No Failure,0
2059,2024-01-15 15:00:00,M16918,299.5,309.3,1902,24.0,151,0,No Failure,0
2060,2024-01-15 15:10:00,H31473,299.5,309.4,1386,44.4,154,0,No Failure,0
2061,2024-01-15 15:20:00,L49240,299.6,309.5,1803,27.7,159,0,No Failure,0
2062,2024-01-15 15:30:00,L49241,299.7,309.6,1359,50.7,161,0,No Failure,0
2063,2024-01-15 15:40:00,M16922,299.7,309.6,1477,42.7,163,0,No Failure,0
2064,2024-01-15 15:50:00,L49243,299.7,309.6,1321,53.4,166,0,No Failure,0
2065,2024-01-15 16:00:00,L49244,299.6,309.5,1453,41.4,168,0,No Failure,0
2066,2024-01-15 16:10:00,L49245,299.7,309.6,1419,45.1,170,0,No Failure,0
2067,2024-01-15 16:20:00,L49246,299.7,309.6,1512,36.2,172,0,No Failure,0
2068,2024-01-15 16:30:00,L49247,299.7,309.6,1553,36.8,174,0,No Failure,0
2069,2024-01-15 16:40:00,M16928,299.7,309.6,1534,39.1,176,0,No Failure,0
2070,2024-01-15 16:50:00,H31483,299.7,309.6,1553,41.0,179,0,No Failure,0
2071,2024-01-15 17:00:00,L49250,299.7,309.5,1352,49.7,184,0,No Failure,0
2072,2024-01-15 17:10:00,M16931,299.7,309.6,1313,60.0,186,0,No Failure,0
2073,2024-01-15 17:20:00,L49252,299.6,309.5,1570,35.5,189,0,Random Failures,0
2074,2024-01-15 17:30:00,L49253,299.6,309.4,1677,31.1,191,0,No Failure,0
2075,2024-01-15 17:40:00,L49254,299.5,309.4,1602,31.5,193,0,No Failure,0
2076,2024-01-15 17:50:00,L49255,299.5,309.4,1390,58.8,195,1,Overstrain Failure,96
2077,2024-01-15 18:00:00,L49256,299.4,309.3,1544,36.0,197,0,No Failure,0
2078,2024-01-15 18:10:00,L49257,299.4,309.4,1701,31.2,199,0,No Failure,0
2079,2024-01-15 18:20:00,M16938,299.4,309.3,1692,28.4,201,0,No Failure,0
2080,2024-01-15 18:30:00,M16939,299.3,309.3,1523,37.9,204,0,No Failure,0
2081,2024-01-15 18:40:00,L49260,299.3,309.2,2280,15.4,207,0,No Failure,0
2082,2024-01-15 18:50:00,M16941,299.4,309.3,1485,47.1,209,0,No Failure,0
2083,2024-01-15 19:00:00,H31496,299.4,309.2,1513,36.1,212,0,No Failure,0
2084,2024-01-15 19:10:00,H31497,299.4,309.3,1743,28.2,0,0,No Failure,0
2085,2024-01-15 19:20:00,L49264,299.5,309.3,1442,46.2,5,0,No Failure,0
2086,2024-01-15 19:30:00,L49265,299.5,309.3,1462,46.7,7,0,No Failure,0
2087,2024-01-15 19:40:00,H31500,299.4,309.3,1439,49.7,9,0,No Failure,0
2088,2024-01-15 19:50:00,L49267,299.5,309.3,1577,36.6,14,0,No Failure,0
2089,2024-01-15 20:00:00,L49268,299.6,309.4,1331,46.4,16,0,No Failure,0
2090,2024-01-15 20:10:00,L49269,299.5,309.3,1941,22.5,18,0,No Failure,0
2091,2024-01-15 20:20:00,L49270,299.5,309.2,1393,47.3,20,0,No Failure,0
2092,2024-01-15 20:30:00,L49271,299.4,309.2,1433,42.1,22,0,No Failure,0
2093,2024-01-15 20:40:00,L49272,299.4,309.2,1444,48.2,24,0,No Failure,0
2094,2024-01-15 20:50:00,L49273,299.4,309.2,1564,39.0,26,0,No Failure,0
2095,2024-01-15 21:00:00,L49274,299.4,309.3,1377,43.6,28,0,No Failure,0
2096,2024-01-15 21:10:00,L49275,299.4,309.3,1525,41.5,30,0,No Failure,0
2097,2024-01-15 21:20:00,M16956,299.5,309.4,1387,56.2,32,0,No Failure,0
2098,2024-01-15 21:30:00,M16957,299.4,309.4,1326,47.5,35,0,No Failure,0
2099,2024-01-15 21:40:00,L49278,299.4,309.3,1401,59.0,38,0,No Failure,0
2100,2024-01-15 21:50:00,L49279,299.4,309.3,1596,31.8,40,0,No Failure,0
2101,2024-01-15 22:00:00,M16960,299.3,309.3,1471,46.0,42,0,No Failure,0
2102,2024-01-15 22:10:00,L49281,299.3,309.3,1528,37.8,45,0,No Failure,0
2103,2024-01-15 22:20:00,L49282,299.3,309.3,1325,62.0,47,0,No Failure,0
2104,2024-01-15 22:30:00,M16963,299.3,309.1,1376,46.7,49,0,No Failure,0
2105,2024-01-15 22:40:00,M16964,299.3,309.1,1600,35.3,52,0,No Failure,0
2106,2024-01-15 22:50:00,L49285,299.3,309.1,1495,44.0,55,0,No Failure,0
2107,2024-01-15 23:00:00,L49286,299.4,309.1,1645,28.6,57,0,No Failure,0
2108,2024-01-15 23:10:00,M16967,299.4,309.1,1417,47.3,59,0,No Failure,0
2109,2024-01-15 23:20:00,H31522,299.4,309.0,1415,51.7,62,0,No Failure,0
2110,2024-01-15 23:30:00,M16969,299.3,309.0,1496,43.4,67,0,No Failure,0
2111,2024-01-15 23:40:00,H31524,299.3,309.0,1508,35.0,70,0,No Failure,0
2112,2024-01-15 23:50:00,L49291,299.4,309.0,1436,47.9,75,0,No Failure,0
2113,2024-01-16 00:00:00,L49292,299.5,309.1,1852,22.6,77,0,No Failure,0
2114,2024-01-16 00:10:00,L49293,299.5,309.1,1863,22.5,79,0,No Failure,0
2115,2024-01-16 00:20:00,H31528,299.4,309.1,1373,44.1,81,0,No Failure,0
2116,2024-01-16 00:30:00,L49295,299.4,309.0,1404,47.3,86,0,No Failure,0
2117,2024-01-16 00:40:00,M16976,299.4,309.0,1381,44.9,88,0,No Failure,0
2118,2024-01-16 00:50:00,H31531,299.4,308.9,1762,29.3,91,0,No Failure,0
2119,2024-01-16 01:00:00,H31532,299.3,308.9,1429,43.0,96,0,No Failure,0
2120,2024-01-16 01:10:00,M16979,299.3,308.9,1858,24.7,101,0,No Failure,0
2121,2024-01-16 01:20:00,H31534,299.2,308.8,1908,21.3,104,0,No Failure,0
2122,2024-01-16 01:30:00,M16981,299.2,308.8,1503,37.4,109,0,No Failure,0
2123,2024-01-16 01:40:00,M16982,299.2,308.8,1523,38.9,112,0,No Failure,0
2124,2024-01-16 01:50:00,L49303,299.3,309.0,1491,38.4,115,0,No Failure,0
2125,2024-01-16 02:00:00,L49304,299.2,308.9,1430,39.1,117,0,No Failure,0
2126,2024-01-16 02:10:00,L49305,299.3,308.9,1258,69.4,119,1,Power Failure,216
2127,2024-01-16 02:20:00,L49306,299.3,309.0,1449,46.5,121,0,No Failure,0
2128,2024-01-16 02:30:00,H31541,299.3,309.0,1425,40.6,123,0,No Failure,0
2129,2024-01-16 02:40:00,L49308,299.4,309.0,1800,24.3,128,0,No Failure,0
2130,2024-01-16 02:50:00,H31543,299.4,309.0,1607,33.7,130,0,No Failure,0
2131,2024-01-16 03:00:00,L49310,299.4,309.0,1391,58.2,135,0,No Failure,0
2132,2024-01-16 03:10:00,L49311,299.4,309.1,1432,45.4,137,0,No Failure,0
2133,2024-01-16 03:20:00,L49312,299.4,309.0,1660,28.4,139,0,No Failure,0
2134,2024-01-16 03:30:00,H31547,299.3,309.0,1732,29.7,141,0,No Failure,0
2135,2024-01-16 03:40:00,L49314,299.3,309.0,1473,46.3,146,0,No Failure,0
2136,2024-01-16 03:50:00,L49315,299.3,309.0,1511,47.8,148,0,No Failure,0
2137,2024-01-16 04:00:00,L49316,299.2,308.9,1588,41.5,150,0,No Failure,0
2138,2024-01-16 04:10:00,L49317,299.3,308.9,1623,31.1,152,0,No Failure,0
2139,2024-01-16 04:20:00,L49318,299.3,309.0,1734,30.6,154,0,No Failure,0
2140,2024-01-16 04:30:00,L49319,299.3,309.0,1415,47.6,156,0,No Failure,0
2141,2024-01-16 04:40:00,L49320,299.3,309.0,1419,46.6,158,0,No Failure,0
2142,2024-01-16 04:50:00,M17001,299.3,308.9,1577,34.9,160,0,No Failure,0
2143,2024-01-16 05:00:00,L49322,299.3,308.9,1376,60.3,163,0,No Failure,0
2144,2024-01-16 05:10:00,M17003,299.3,308.8,1442,49.0,165,0,No Failure,0
2145,2024-01-16 05:20:00,L49324,299.4,308.9,1451,40.5,168,0,No Failure,0
2146,2024-01-16 05:30:00,L49325,299.3,308.8,1550,45.8,170,0,No Failure,0
2147,2024-01-16 05:40:00,L49326,299.3,308.8,1647,32.9,172,0,No Failure,0
2148,2024-01-16 05:50:00,L49327,299.4,308.9,1550,33.7,174,0,No Failure,0
2149,2024-01-16 06:00:00,L49328,299.4,308.9,1583,34.1,176,0,No Failure,0
2150,2024-01-16 06:10:00,L49329,299.4,309.0,1613,32.2,178,0,No Failure,0
2151,2024-01-16 06:20:00,H31564,299.3,308.8,1636,35.5,180,0,No Failure,0
2152,2024-01-16 06:30:00,M17011,299.3,308.7,1289,51.5,185,0,No Failure,0
2153,2024-01-16 06:40:00,M17012,299.3,308.8,1648,28.4,188,0,No Failure,0
2154,2024-01-16 06:50:00,H31567,299.3,308.8,1397,45.4,191,0,No Failure,0
2155,2024-01-16 07:00:00,M17014,299.3,308.9,1767,24.8,196,0,No Failure,0
2156,2024-01-16 07:10:00,L49335,299.3,308.8,1341,47.7,199,0,No Failure,0
2157,2024-01-16 07:20:00,M17016,299.4,308.9,1457,41.5,201,0,No Failure,0
2158,2024-01-16 07:30:00,M17017,299.4,309.0,1939,19.8,204,0,No Failure,0
2159,2024-01-16 07:40:00,M17018,299.5,309.0,1399,49.7,207,0,No Failure,0
2160,2024-01-16 07:50:00,M17019,299.5,309.0,1602,31.3,210,0,No Failure,0
2161,2024-01-16 08:00:00,L49340,299.4,309.0,1507,41.0,213,0,No Failure,0
2162,2024-01-16 08:10:00,L49341,299.4,309.1,1464,40.5,215,0,No Failure,0
2163,2024-01-16 08:20:00,L49342,299.5,309.1,1336,42.1,217,0,No Failure,0
2164,2024-01-16 08:30:00,L49343,299.6,309.2,1422,39.8,219,0,No Failure,0
2165,2024-01-16 08:40:00,L49344,299.6,309.2,1540,36.7,221,0,No Failure,0
2166,2024-01-16 08:50:00,L49345,299.5,309.1,1476,47.8,223,0,No Failure,0
2167,2024-01-16 09:00:00,M17026,299.6,309.2,1867,23.4,225,1,Tool Wear Failure,234
2168,2024-01-16 09:10:00,H31581,299.6,309.1,1588,41.3,0,0,No Failure,0
2169,2024-01-16 09:20:00,M17028,299.5,309.1,1420,49.5,5,0,No Failure,0
2170,2024-01-16 09:30:00,L49349,299.5,309.1,1415,49.2,8,0,No Failure,0
2171,2024-01-16 09:40:00,M17030,299.4,309.1,1500,43.3,10,0,No Failure,0
2172,2024-01-16 09:50:00,L49351,299.5,309.1,1502,44.6,13,0,No Failure,0
2173,2024-01-16 10:00:00,L49352,299.5,309.2,1816,23.0,15,0,No Failure,0
2174,2024-01-16 10:10:00,M17033,299.5,309.2,1495,41.6,17,0,No Failure,0
2175,2024-01-16 10:20:00,L49354,299.6,309.2,1572,33.4,20,0,No Failure,0
2176,2024-01-16 10:30:00,M17035,299.5,309.2,1590,35.9,22,0,No Failure,0
2177,2024-01-16 10:40:00,M17036,299.6,309.3,1387,48.3,25,0,No Failure,0
2178,2024-01-16 10:50:00,M17037,299.6,309.2,1393,47.7,28,0,No Failure,0
2179,2024-01-16 11:00:00,L49358,299.6,309.2,1602,37.3,31,0,No Failure,0
2180,2024-01-16 11:10:00,L49359,299.6,309.2,1601,33.3,33,0,No Failure,0
2181,2024-01-16 11:20:00,H31594,299.6,309.2,1597,36.3,35,0,No Failure,0
2182,2024-01-16 11:30:00,H31595,299.5,309.1,1548,44.3,40,0,No Failure,0
2183,2024-01-16 11:40:00,M17042,299.5,309.2,1314,61.8,45,0,No Failure,0
2184,2024-01-16 11:50:00,M17043,299.6,309.3,1577,39.8,48,0,No Failure,0
2185,2024-01-16 12:00:00,L49364,299.8,309.4,1475,43.4,51,0,No Failure,0
2186,2024-01-16 12:10:00,L49365,299.8,309.4,1630,32.4,53,0,No Failure,0
2187,2024-01-16 12:20:00,L49366,299.7,309.4,1445,42.9,55,0,No Failure,0
2188,2024-01-16 12:30:00,M17047,299.8,309.4,1439,47.4,57,0,No Failure,0
2189,2024-01-16 12:40:00,L49368,299.7,309.3,1420,44.1,60,0,No Failure,0
2190,2024-01-16 12:50:00,H31603,299.7,309.2,1554,41.6,62,0,No Failure,0
2191,2024-01-16 13:00:00,M17050,299.6,309.1,1471,44.3,67,0,No Failure,0
2192,2024-01-16 13:10:00,L49371,299.6,309.0,1648,33.6,70,0,No Failure,0
2193,2024-01-16 13:20:00,L49372,299.6,309.0,1472,48.8,72,0,No Failure,0
2194,2024-01-16 13:30:00,M17053,299.5,308.9,1448,42.9,74,0,No Failure,0
2195,2024-01-16 13:40:00,M17054,299.6,308.9,1568,35.3,77,0,No Failure,0
2196,2024-01-16 13:50:00,L49375,299.6,308.9,1613,30.8,80,0,No Failure,0
2197,2024-01-16 14:00:00,M17056,299.7,308.9,1551,35.4,82,0,No Failure,0
2198,2024-01-16 14:10:00,L49377,299.7,309.0,1412,49.2,85,0,No Failure,0
2199,2024-01-16 14:20:00,M17058,299.7,308.9,1478,41.0,87,0,No Failure,0
2200,2024-01-16 14:30:00,M17059,299.8,309.1,1268,58.0,90,0,No Failure,0
2201,2024-01-16 14:40:00,L49380,299.8,309.1,1546,35.6,93,0,No Failure,0
2202,2024-01-16 14:50:00,L49381,299.8,309.0,1567,36.1,95,0,No Failure,0
2203,2024-01-16 15:00:00,M17062,299.9,309.2,1548,35.7,97,0,No Failure,0
2204,2024-01-16 15:10:00,L49383,299.8,309.0,1614,30.8,100,0,No Failure,0
2205,2024-01-16 15:20:00,M17064,299.7,309.1,1352,46.1,102,0,No Failure,0
2206,2024-01-16 15:30:00,L49385,299.9,309.2,1624,34.6,105,0,No Failure,0
2207,2024-01-16 15:40:00,L49386,299.9,309.2,1436,52.0,107,0,No Failure,0
2208,2024-01-16 15:50:00,L49387,299.8,309.2,1591,37.5,109,0,No Failure,0
2209,2024-01-16 16:00:00,H31622,299.8,309.2,1435,42.6,111,0,No Failure,0
2210,2024-01-16 16:10:00,L49389,299.8,309.3,1386,49.4,116,0,No Failure,0
2211,2024-01-16 16:20:00,L49390,299.7,309.2,1401,54.1,118,0,No Failure,0
2212,2024-01-16 16:30:00,M17071,299.6,309.0,1245,64.0,120,0,No Failure,0
2213,2024-01-16 16:40:00,L49392,299.7,309.1,1475,40.0,123,0,No Failure,0
2214,2024-01-16 16:50:00,L49393,299.7,309.1,1473,39.4,125,0,No Failure,0
2215,2024-01-16 17:00:00,H31628,299.7,309.2,1355,44.8,127,0,No Failure,0
2216,2024-01-16 17:10:00,H31629,299.7,309.2,1468,49.6,132,0,No Failure,0
2217,2024-01-16 17:20:00,L49396,299.7,309.2,1645,30.8,137,0,No Failure,0
2218,2024-01-16 17:30:00,L49397,299.7,309.1,1347,55.3,139,0,No Failure,0
2219,2024-01-16 17:40:00,L49398,299.7,309.1,1713,33.5,141,0,No Failure,0
2220,2024-01-16 17:50:00,M17079,299.6,309.1,1435,48.4,143,0,No Failure,0
2221,2024-01-16 18:00:00,M17080,299.6,309.0,1736,26.1,146,0,No Failure,0
2222,2024-01-16 18:10:00,L49401,299.6,309.0,1372,60.4,149,0,No Failure,0
2223,2024-01-16 18:20:00,L49402,299.7,309.0,1605,33.0,151,0,No Failure,0
2224,2024-01-16 18:30:00,L49403,299.6,309.0,1413,48.5,153,0,No Failure,0
2225,2024-01-16 18:40:00,M17084,299.7,309.0,1645,31.9,155,0,No Failure,0
2226,2024-01-16 18:50:00,M17085,299.7,309.0,1465,49.0,158,0,No Failure,0
2227,2024-01-16 19:00:00,M17086,299.6,308.9,1685,27.8,161,0,No Failure,0
2228,2024-01-16 19:10:00,L49407,299.5,308.8,1965,20.4,164,0,No Failure,0
2229,2024-01-16 19:20:00,H31642,299.4,308.6,1542,41.8,166,0,No Failure,0
2230,2024-01-16 19:30:00,L49409,299.4,308.7,1681,30.8,171,0,No Failure,0
2231,2024-01-16 19:40:00,L49410,299.5,308.7,1446,45.7,173,0,No Failure,0
2232,2024-01-16 19:50:00,L49411,299.4,308.6,1415,56.4,175,0,No Failure,0
2233,2024-01-16 20:00:00,L49412,299.5,308.6,1672,30.5,177,0,No Failure,0
2234,2024-01-16 20:10:00,L49413,299.5,308.7,2549,13.0,179,1,Power Failure,206
2235,2024-01-16 20:20:00,L49414,299.4,308.6,1492,40.5,181,0,No Failure,0
2236,2024-01-16 20:30:00,M17095,299.4,308.6,1455,42.7,183,0,No Failure,0
2237,2024-01-16 20:40:00,M17096,299.3,308.5,1422,43.1,186,0,No Failure,0
2238,2024-01-16 20:50:00,L49417,299.3,308.6,1403,50.6,189,0,No Failure,0
2239,2024-01-16 21:00:00,L49418,299.3,308.6,1474,49.6,191,0,No Failure,0
2240,2024-01-16 21:10:00,L49419,299.2,308.6,1381,50.0,193,0,No Failure,0
2241,2024-01-16 21:20:00,L49420,299.2,308.5,1457,44.7,195,0,No Failure,0
2242,2024-01-16 21:30:00,L49421,299.2,308.4,1711,28.9,197,0,No Failure,0
2243,2024-01-16 21:40:00,L49422,299.2,308.4,1667,29.0,199,0,No Failure,0
2244,2024-01-16 21:50:00,L49423,299.2,308.4,1465,35.0,201,0,No Failure,0
2245,2024-01-16 22:00:00,M17104,299.3,308.4,1542,37.5,203,1,Tool Wear Failure,122
2246,2024-01-16 22:10:00,M17105,299.3,308.4,1438,42.3,0,0,No Failure,0
2247,2024-01-16 22:20:00,L49426,299.3,308.4,1406,47.4,3,0,No Failure,0
2248,2024-01-16 22:30:00,M17107,299.2,308.4,1396,48.5,5,0,No Failure,0
2249,2024-01-16 22:40:00,M17108,299.3,308.5,1304,60.6,8,0,No Failure,0
2250,2024-01-16 22:50:00,L49429,299.2,308.5,1442,46.5,11,0,No Failure,0
2251,2024-01-16 23:00:00,M17110,299.2,308.4,1396,48.7,13,0,No Failure,0
2252,2024-01-16 23:10:00,H31665,299.1,308.3,1424,43.4,16,0,No Failure,0
2253,2024-01-16 23:20:00,H31666,299.1,308.3,1451,42.8,21,0,No Failure,0
2254,2024-01-16 23:30:00,L49433,299.2,308.4,1386,54.1,26,0,No Failure,0
2255,2024-01-16 23:40:00,L49434,299.1,308.3,1325,46.9,28,0,No Failure,0
2256,2024-01-16 23:50:00,L49435,299.1,308.3,1559,33.7,30,0,No Failure,0
2257,2024-01-17 00:00:00,L49436,299.1,308.3,1489,38.1,32,0,No Failure,0
2258,2024-01-17 00:10:00,L49437,299.1,308.3,1892,25.2,34,0,No Failure,0
2259,2024-01-17 00:20:00,L49438,299.1,308.2,1319,60.3,36,0,No Failure,0
2260,2024-01-17 00:30:00,L49439,299.1,308.3,1431,52.3,38,0,No Failure,0
2261,2024-01-17 00:40:00,H31674,299.1,308.3,1521,36.5,40,0,No Failure,0
2262,2024-01-17 00:50:00,M17121,299.1,308.2,1435,45.2,45,0,No Failure,0
2263,2024-01-17 01:00:00,L49442,299.1,308.3,1533,42.4,48,0,No Failure,0
2264,2024-01-17 01:10:00,M17123,299.2,308.4,1529,43.0,50,0,No Failure,0
2265,2024-01-17 01:20:00,M17124,299.2,308.4,1415,43.5,53,0,No Failure,0
2266,2024-01-17 01:30:00,M17125,299.2,308.4,1330,51.2,56,0,No Failure,0
2267,2024-01-17 01:40:00,L49446,299.2,308.5,1381,60.6,59,0,No Failure,0
2268,2024-01-17 01:50:00,L49447,299.2,308.5,1370,52.4,61,0,No Failure,0
2269,2024-01-17 02:00:00,L49448,299.2,308.5,1438,46.6,63,0,No Failure,0
2270,2024-01-17 02:10:00,L49449,299.3,308.6,1314,48.2,65,0,No Failure,0
2271,2024-01-17 02:20:00,L49450,299.3,308.6,1437,48.1,67,0,No Failure,0
2272,2024-01-17 02:30:00,L49451,299.2,308.5,1821,26.1,69,0,No Failure,0
2273,2024-01-17 02:40:00,M17132,299.3,308.6,1448,52.1,71,0,No Failure,0
2274,2024-01-17 02:50:00,L49453,299.3,308.5,1589,32.7,74,0,No Failure,0
2275,2024-01-17 03:00:00,L49454,299.3,308.6,1520,33.7,76,0,No Failure,0
2276,2024-01-17 03:10:00,L49455,299.3,308.6,1605,37.0,78,0,No Failure,0
2277,2024-01-17 03:20:00,L49456,299.3,308.7,1393,54.2,80,0,No Failure,0
2278,2024-01-17 03:30:00,H31691,299.3,308.7,1408,44.4,82,0,No Failure,0
2279,2024-01-17 03:40:00,M17138,299.3,308.7,1459,35.6,87,0,No Failure,0
2280,2024-01-17 03:50:00,L49459,299.4,308.7,1525,39.0,90,0,No Failure,0
2281,2024-01-17 04:00:00,L49460,299.4,308.8,1390,57.0,92,0,No Failure,0
2282,2024-01-17 04:10:00,L49461,299.3,308.7,1536,38.9,94,0,No Failure,0
2283,2024-01-17 04:20:00,L49462,299.4,308.7,1459,47.6,96,0,No Failure,0
2284,2024-01-17 04:30:00,L49463,299.2,308.5,1387,51.1,98,0,No Failure,0
2285,2024-01-17 04:40:00,L49464,299.2,308.5,1378,53.4,100,0,No Failure,0
2286,2024-01-17 04:50:00,L49465,299.4,308.7,1381,56.7,102,0,No Failure,0
2287,2024-01-17 05:00:00,M17146,299.4,308.7,1289,60.5,104,0,No Failure,0
2288,2024-01-17 05:10:00,L49467,299.4,308.6,1746,26.8,107,0,No Failure,0
2289,2024-01-17 05:20:00,M17148,299.4,308.6,1541,39.1,109,0,No Failure,0
2290,2024-01-17 05:30:00,L49469,299.4,308.7,1504,37.8,112,0,No Failure,0
2291,2024-01-17 05:40:00,M17150,299.5,308.7,1321,51.9,114,0,No Failure,0
2292,2024-01-17 05:50:00,M17151,299.5,308.8,1886,20.9,117,0,No Failure,0
2293,2024-01-17 06:00:00,L49472,299.6,308.9,1422,53.2,120,0,No Failure,0
2294,2024-01-17 06:10:00,L49473,299.5,308.9,1520,38.3,122,0,No Failure,0
2295,2024-01-17 06:20:00,L49474,299.4,308.8,1627,32.6,124,0,No Failure,0
2296,2024-01-17 06:30:00,L49475,299.4,308.7,1512,37.2,126,0,No Failure,0
2297,2024-01-17 06:40:00,L49476,299.4,308.7,1553,42.7,128,0,No Failure,0
2298,2024-01-17 06:50:00,L49477,299.3,308.7,1802,26.0,130,0,No Failure,0
2299,2024-01-17 07:00:00,L49478,299.3,308.6,1482,37.6,132,0,No Failure,0
2300,2024-01-17 07:10:00,L49479,299.4,308.7,1446,62.9,134,1,Power Failure,72
2301,2024-01-17 07:20:00,L49480,299.3,308.6,1371,50.5,136,0,No Failure,0
2302,2024-01-17 07:30:00,M17161,299.2,308.6,1586,35.7,138,0,No Failure,0
2303,2024-01-17 07:40:00,L49482,299.2,308.5,1515,39.8,141,0,No Failure,0
2304,2024-01-17 07:50:00,L49483,299.2,308.5,1374,53.6,143,0,No Failure,0
2305,2024-01-17 08:00:00,L49484,299.1,308.5,1455,39.8,145,0,No Failure,0
2306,2024-01-17 08:10:00,H31719,299.2,308.5,1342,47.5,147,0,No Failure,0
2307,2024-01-17 08:20:00,L49486,299.1,308.6,1260,57.8,152,0,No Failure,0
2308,2024-01-17 08:30:00,H31721,299.0,308.5,1623,33.5,154,0,No Failure,0
2309,2024-01-17 08:40:00,L49488,299.1,308.5,1371,55.5,159,0,No Failure,0
2310,2024-01-17 08:50:00,L49489,299.1,308.6,1611,31.4,161,0,No Failure,0
2311,2024-01-17 09:00:00,M17170,299.0,308.4,1535,47.5,163,0,No Failure,0
2312,2024-01-17 09:10:00,M17171,299.1,308.6,1491,38.5,166,0,No Failure,0
2313,2024-01-17 09:20:00,M17172,299.1,308.6,1441,36.2,169,0,No Failure,0
2314,2024-01-17 09:30:00,M17173,299.1,308.8,1725,26.6,172,0,No Failure,0
2315,2024-01-17 09:40:00,L49494,299.2,308.9,1368,47.2,175,0,No Failure,0
